city_ascii,lat,lng,iso2,population
Cucuta,7.92,-72.52,CO,722146
Chiquinquira,5.6204,-73.8199,CO,53975
Guapi,2.5604,-77.86,CO,13853
Buenaventura,3.8724,-77.0505,CO,252805
Bogota,4.5964,-74.0833,CO,7772000
Pamplona,7.3904,-72.66,CO,53587
Magangue,9.23,-74.74,CO,100313
Lorica,9.2419,-75.816,CO,52771
Ayapel,8.3304,-75.15,CO,23639
Cienaga,11.0104,-74.25,CO,131171
Santa Marta,11.2472,-74.2017,CO,431781
Orocue,4.7946,-71.34,CO,2835
Tulua,4.0904,-76.21,CO,165501
Manizales,5.06,-75.52,CO,375848
Girardot,4.31,-74.81,CO,130289
Garzon,2.2104,-75.65,CO,56603
Florencia,1.6104,-75.62,CO,130337
Bello,6.33,-75.57,CO,519670
Tuquerres,1.09,-77.6199,CO,33979
Jurado,7.1217,-77.7564,CO,2351
Tame,6.4603,-71.74,CO,29099
Mitu,1.1983,-70.1736,CO,5917
Popayan,2.42,-76.61,CO,258750
San Jose,9.935,-84.0841,CR,1284000
Sixaola,9.5204,-82.62,CR,1823
Alajuela,10.02,-84.23,CR,387743
Canas,10.43,-85.1,CR,20306
La Cruz,11.0704,-85.63,CR,4319
Cartago,9.87,-83.93,CR,196946
Liberia,10.6338,-85.4333,CR,45380
Heredia,9.992,-84.12,CR,21947
Puerto Limon,10,-83.0333,CR,85001
Ciudad Cortes,8.9604,-83.53,CR,3850
Golfito,8.65,-83.15,CR,6777
Quesada,10.3305,-84.44,CR,31106
Puntarenas,9.9702,-84.8336,CR,57102
Havana,23.132,-82.3642,CU,2174000
Guines,22.8361,-82.028,CU,68935
San Antonio de los Banos,22.8911,-82.4991,CU,42724
Colon,22.7196,-80.9058,CU,63882
Placetas,22.3158,-79.6555,CU,55408
Sagua la Grande,22.809,-80.0711,CU,62073
Manzanillo,20.3438,-77.1166,CU,128188
Moron,22.1099,-78.6275,CU,66060
Caibarien,22.5158,-79.4722,CU,39140
Artemisa,22.8134,-82.7619,CU,68073
Bayamo,20.3795,-76.6433,CU,192632
Camaguey,21.3808,-77.9169,CU,347562
Ciego de Avila,21.84,-78.7619,CU,142027
Cienfuegos,22.1444,-80.4403,CU,186644
Guantanamo,20.1453,-75.2061,CU,272801
Holguin,20.8872,-76.2631,CU,319102
Matanzas,23.0415,-81.5775,CU,146733
Nueva Gerona,21.8837,-82.8,CU,25566
Pinar del Rio,22.4175,-83.6981,CU,186990
San Jose de las Lajas,22.9614,-82.1511,CU,
Sancti Spiritus,21.9301,-79.4425,CU,127069
Santa Clara,22.4,-79.9667,CU,250512
Santiago de Cuba,20.025,-75.8213,CU,555865
Las Tunas,20.9601,-76.9544,CU,203684
Banes,20.9629,-75.7186,CU,53104
Palma Soriano,20.2172,-75.9988,CU,102826
Nuevitas,21.5456,-77.2644,CU,54022
Vila da Ribeira Brava,16.6167,-24.3,CV,
Tarrafal,16.5667,-24.3667,CV,
Vila do Maio,15.1333,-23.2167,CV,
Vila Nova Sintra,14.8667,-24.7167,CV,
Porto dos Mosteiros,15.0333,-24.3333,CV,
Sao Domingos,15.0167,-23.5667,CV,
Picos,15.0833,-23.65,CV,
Santa Maria,16.6,-22.9,CV,
Sao Filipe,14.9,-24.5167,CV,
Tarrafal,15.2833,-23.7667,CV,
Praia,14.9167,-23.5167,CV,113364
Assomada,15.1,-23.6833,CV,
Cidade Velha,14.9167,-23.6167,CV,
Cova Figueira,14.8833,-24.3,CV,
Mindelo,16.8838,-25,CV,70611
Porto Novo,17.0254,-25.0666,CV,
Ribeira Grande,17.1856,-25.0724,CV,
Pombas,17.1503,-25.0201,CV,
Calheta de Sao Miguel,15.1833,-23.6,CV,
Vila de Sal Rei,16.1833,-22.9167,CV,
Willemstad,12.2004,-69.02,CW,146813
Flying Fish Cove,-10.4167,105.7167,CX,
Lemosos,34.6754,33.0333,CY,154000
Famagusta,35.1205,33.9389,CY,
Larnaka,34.917,33.636,CY,48947
Kyrenia,35.3363,33.3173,CY,
Paphos,34.7559,32.4225,CY,35961
Nicosia,35.1667,33.3666,CY,224300
Usti Nad Labem,50.663,14.081,CZ,94105
Pardubice,50.0404,15.76,CZ,107064
Jihlava,49.4004,15.5833,CZ,53921
Liberec,50.8,15.08,CZ,102175
Prague,50.0833,14.466,CZ,1162000
Brno,49.2004,16.61,CZ,388277
Pizen,49.7404,13.36,CZ,164180
Ceske Budejovice,48.98,14.46,CZ,98851
Karlovy Vary,50.237,12.875,CZ,
Ostrava,49.8304,18.25,CZ,478963
Olomouc,49.63,17.25,CZ,101268
Hradec Kralove,50.206,15.812,CZ,95195
Zlin,49.2304,17.65,CZ,124610
Berlin,52.5218,13.4015,DE,3406000
Cologne,50.93,6.95,DE,1004000
Munich,48.1299,11.575,DE,1275000
Potsdam,52.4004,13.07,DE,218095
Kiel,54.3304,10.13,DE,269427
Wiesbaden,50.0804,8.25,DE,617126
Magdeburg,52.1304,11.62,DE,229826
Bremen,53.08,8.8,DE,724909
Hannover,52.367,9.7167,DE,722490
Dusseldorf,51.2204,6.78,DE,1220000
Saarbrucken,49.2504,6.97,DE,770001
Schwerin,53.6333,11.4167,DE,96641
Hamburg,53.55,10,DE,1757000
Stuttgart,48.78,9.2,DE,2944700
Dresden,51.05,13.75,DE,617515
Erfurt,50.9701,11.03,DE,203254
Mainz,49.9825,8.2732,DE,184997
Rostock,54.0704,12.15,DE,203080
Kassel,51.3,9.5,DE,289924
Dortmund,51.53,7.45,DE,588462
Duisburg,51.43,6.75,DE,1276757
Essen,51.45,7.0166,DE,1742135
Bonn,50.7205,7.08,DE,680543
Bielefeld,52.03,8.53,DE,331906
Lubeck,53.8704,10.67,DE,235390
Flensburg,54.7837,9.4333,DE,97930
Emden,53.3667,7.2167,DE,51526
Wuppertal,51.25,7.17,DE,776525
Munster,51.9704,7.62,DE,270184
Osnabruck,52.2804,8.05,DE,231268
Gottingen,51.5204,9.92,DE,139419
Oldenburg,53.13,8.22,DE,167458
Stralsund,54.3004,13.1,DE,61368
Braunschweig,52.25,10.5,DE,244715
Bremerhaven,53.5504,8.58,DE,137751
Freiburg,48.0004,7.8699,DE,254889
Karlsruhe,49,8.4,DE,377487
Heidelberg,49.42,8.7,DE,426590
Ingolstadt,48.7704,11.45,DE,163325
Passau,48.567,13.4666,DE,50560
Rosenheim,47.8503,12.1333,DE,92809
Augsburg,48.35,10.9,DE,358989
Regensburg,49.0204,12.12,DE,164359
Wurzburg,49.8004,9.95,DE,168561
Coburg,50.2666,10.9666,DE,61054
Hof,50.317,11.9167,DE,56153
Ulm,48.4004,10,DE,172955
Nurnberg,49.45,11.08,DE,737304
Furth,49.47,11,DE,237844
Giessen,50.5837,8.65,DE,82358
Mannheim,49.5004,8.47,DE,2362000
Frankfurt,50.1,8.675,DE,2895000
Koblenz,50.3505,7.6,DE,312633
Chemnitz,50.83,12.92,DE,302643
Cottbus,51.7704,14.33,DE,105067
Jena,50.9304,11.58,DE,104712
Gera,50.8704,12.07,DE,104659
Leipzig,51.3354,12.41,DE,542529
Tadjoura,11.7833,42.9,DJ,22193
Arta,11.5264,42.8519,DJ,
Ali Sabih,11.1562,42.7125,DJ,40074
Dikhil,11.104,42.372,DJ,12043
Djibouti,11.595,43.148,DJ,923000
Obock,11.9734,43.2856,DJ,17776
Vejle,55.709,9.535,DK,51177
Hillerod,55.9333,12.3167,DK,28313
Kobenhavn,55.6786,12.5635,DK,1085000
Viborg,56.4333,9.4,DK,34831
Soro,55.433,11.5667,DK,7167
Roskilde,55.65,12.0833,DK,44285
Odense,55.4004,10.3833,DK,158222
Svendborg,55.0704,10.6167,DK,29180
Esbjerg,55.467,8.45,DK,72205
Aarhus,56.1572,10.2107,DK,237551
Aalborg,57.0337,9.9166,DK,122219
Frederikshavn,57.4337,10.5333,DK,24103
Roseau,15.301,-61.387,DM,23336
El Seibo,18.764,-69.035,DO,23547
Cotui,19.059,-70.152,DO,41641
Pedernales,18.038,-71.741,DO,11072
Neiba,18.4666,-71.4166,DO,25731
Jimani,18.493,-71.851,DO,6567
Comendador,18.876,-71.707,DO,43894
Monte Cristi,19.867,-71.65,DO,17001
Sabaneta,19.505,-71.345,DO,16380
Dajabon,19.548,-71.705,DO,16398
Puerto Plata,19.7902,-70.6902,DO,119897
Moca,19.397,-70.523,DO,61834
Samana,19.212,-69.332,DO,11432
Higuey,18.616,-68.708,DO,123787
Monte Plata,18.807,-69.784,DO,15532
Hato Mayor,18.764,-69.257,DO,35999
Nagua,19.376,-69.847,DO,33862
Salcedo,19.383,-70.4167,DO,45299
Azua,18.454,-70.729,DO,59139
Bani,18.28,-70.331,DO,66709
Bonao,18.942,-70.409,DO,73269
San Francisco de Macoris,19.3,-70.25,DO,152538
Mao,19.552,-71.075,DO,48297
Santo Domingo Este,18.4885,-69.8571,DO,
San Cristobal,18.416,-70.109,DO,154040
La Romana,18.417,-68.9666,DO,208437
Santiago,19.5,-70.67,DO,1550753
Santo Domingo,18.4701,-69.9001,DO,2154000
La Vega,19.2166,-70.5166,DO,163197
San Juan,18.807,-71.229,DO,72950
Barahona,18.2004,-71.1,DO,90128
San Pedro de Macoris,18.4504,-69.3,DO,217899
Bavaro,18.717,-68.45,DO,795
Beni Ounif,32.0493,-1.2514,DZ,5628
Algiers,36.7631,3.0506,DZ,3354000
Hassi Messaoud,31.7023,6.0545,DZ,18124
Ouargla,31.97,5.34,DZ,176271
Touggourt,33.1,6.06,DZ,133954
Djanet,24.5529,9.4823,DZ,666
Illizi,26.4834,8.4666,DZ,7957
I-n-Amenas,28.0503,9.55,DZ,216
Annaba,36.92,7.76,DZ,503524
El Oued,33.3704,6.86,DZ,177497
Laghouat,33.81,2.88,DZ,113872
Tlimcen,34.8904,-1.32,DZ,229777
Oran,35.71,-0.62,DZ,798000
Mostaganem,35.9404,0.09,DZ,188354
Relizane,35.7373,0.556,DZ,
Tissemsilt,35.6072,1.8108,DZ,
Saida,34.8404,0.14,DZ,142213
Sidi bel Abbes,35.1903,-0.64,DZ,208604
Mascara,35.4004,0.14,DZ,108230
Chlef,36.1704,1.32,DZ,449167
Djelfa,34.68,3.25,DZ,170901
Tiarat,35.3804,1.32,DZ,184195
Ain Defla,36.2641,1.9679,DZ,
Tipasa,36.5897,2.4475,DZ,
Blida,36.4203,2.83,DZ,511348
Bechar,31.6111,-2.23,DZ,143382
Ghardaia,32.49,3.67,DZ,125480
El Bayadh,33.6904,1.01,DZ,67413
Naama,33.2667,-0.3167,DZ,
Adrar,27.87,-0.29,DZ,56910
El Golea,30.5666,2.8833,DZ,32049
In Amguel,23.6939,5.1647,DZ,3030
Tamanrasset,22.785,5.5228,DZ,76000
Reggane,26.7,0.1666,DZ,32974
I-n-Salah,27.2166,2.4666,DZ,49223
Tindouf,27.6742,-8.1478,DZ,18270
Timimoun,29.2365,0.27,DZ,49237
Medea,36.2704,2.77,DZ,147707
Boumerdes,36.759,3.4748,DZ,
Bejaia,36.7604,5.07,DZ,384937
Bouira,36.3805,3.9,DZ,110144
Tizi-Ouzou,36.8,4.0333,DZ,144000
Bordj Bou Arreridj,36.059,4.63,DZ,140000
M'sila,35.7,4.545,DZ,150000
Biskra,34.86,5.73,DZ,202103
Batna,35.57,6.17,DZ,280798
Guelma,36.466,7.428,DZ,123590
Skikda,36.8804,6.9,DZ,225181
Jijel,36.822,5.766,DZ,148000
Constantine,36.36,6.5999,DZ,605179
Setif,36.18,5.4,DZ,274744
Sefra,32.7604,-0.5799,DZ,63420
Abadla,31.0171,-2.7333,DZ,14364
El Tarf,36.7672,8.3138,DZ,
Oum el Bouaghi,35.85,7.15,DZ,100821
Mila,36.4503,6.2644,DZ,
Tebessa,35.4104,8.12,DZ,171742
Khenchela,35.4358,7.1433,DZ,
Souk Ahras,36.2904,7.95,DZ,134947
Ain Temouchent,35.2975,-1.1404,DZ,
Valdez,1.2671,-78.9855,EC,11441
Pinas,-3.67,-79.65,EC,16981
Alausi,-2.19,-78.85,EC,14294
Yaupi,-2.8543,-77.9363,EC,293
Quito,-0.215,-78.5001,EC,1701000
San Gabriel,0.61,-77.84,EC,16066
Jipijapa,-1.3496,-80.58,EC,35901
Santa Cruz,-0.5333,-90.35,EC,11262
Puerto Villamil,-0.9333,-91.0167,EC,2200
Cayambe,0.0504,-78.16,EC,27881
Salinas,-2.2,-80.98,EC,43862
San Lorenzo,1.2704,-78.8601,EC,20209
Milagro,-2.1796,-79.6,EC,109970
Muisne,0.61,-80.02,EC,13393
Zamora,-4.0696,-78.97,EC,15276
Nueva Loja,0.0906,-76.8884,EC,
Manta,-0.98,-80.73,EC,183166
Chone,-0.6896,-80.09,EC,44751
Sangolqui,-0.31,-78.46,EC,178582
Macara,-4.3796,-79.95,EC,13035
Guayaquil,-2.22,-79.92,EC,2514000
Ibarra,0.3604,-78.13,EC,146741
Loja,-3.99,-79.21,EC,126368
Babahoyo,-1.7996,-79.54,EC,76279
Portoviejo,-1.06,-80.46,EC,213601
Macas,-2.3096,-78.12,EC,23687
Puyo,-1.483,-77.987,EC,24881
Ambato,-1.2696,-78.62,EC,281425
Tena,-0.9796,-77.81,EC,31126
Puerto Francisco de Orellana,-0.4664,-76.9872,EC,
Santo Domingo de los Colorados,-0.253,-79.1754,EC,
Santa Elena,-2.2262,-80.8587,EC,
Puerto Baquerizo Moreno,-0.9,-89.6,EC,6030
Cuenca,-2.9,-79,EC,286878
Guaranda,-1.61,-79.01,EC,27866
Azogues,-2.74,-78.84,EC,69087
Tulcan,0.822,-77.732,EC,83000
Riobamba,-1.67,-78.65,EC,172464
Latacunga,-0.9296,-78.61,EC,94972
Machala,-3.26,-79.96,EC,213034
Esmeraldas,0.9304,-79.67,EC,173101
Valga,57.7744,26.0453,EE,
Viljandi,58.3639,25.59,EE,20309
Tallinn,59.4339,24.728,EE,394024
Kardla,58.9978,22.7492,EE,
Rakvere,59.3464,26.3558,EE,
Parnu,58.3747,24.5136,EE,44192
Paide,58.8856,25.5572,EE,
Jogeva,58.7467,26.3939,EE,
Polva,58.0603,27.0694,EE,
Tartu,58.3839,26.7099,EE,101092
Rapla,59.0072,24.7928,EE,
Kuressaare,58.2481,22.5039,EE,
Johvi,59.3592,27.4211,EE,
Voru,57.8339,27.0194,EE,
Haapsalu,58.9431,23.5414,EE,11805
Kohtla-Jarve,59.4,27.2833,EE,46060
Narva,59.3776,28.1603,EE,66980
Berenice,23.946,35.4842,EG,10
Beni Mazar,28.4904,30.81,EG,79553
Samalut,28.3004,30.71,EG,152097
El Mansura,31.0504,31.38,EG,600000
Mallawi,27.7304,30.84,EG,217365
El Minya,28.09,30.75,EG,500000
Siwa,29.2,25.5167,EG,23080
Matruh,31.3504,27.23,EG,103470
Qena,26.1505,32.72,EG,302027
Salum,31.567,25.15,EG,7330
El Daba,31.0338,28.4333,EG,14212
El Faiyum,29.31,30.84,EG,316772
Asyut,27.19,31.1799,EG,420585
Bur Safaga,26.7337,33.9333,EG,32944
El Alamein,30.8171,28.95,EG,7400
Kom Ombo,24.47,32.95,EG,303962
El Giza,30.01,31.19,EG,2681863
Isna,25.2904,32.5499,EG,100000
El Kharga,25.44,30.55,EG,49991
Qasr Farafra,27.0671,27.9666,EG,5000
Girga,26.3304,31.88,EG,128250
El Qasr,25.7004,28.8833,EG,1716
Hurghada,27.23,33.83,EG,157204
Sohag,26.5504,31.7,EG,600000
El Tur,28.2394,33.6148,EG,27628
Bur Said,31.26,32.29,EG,623864
Tanta,30.7904,31,EG,404901
Ismailia,30.5903,32.26,EG,656135
Suez,30.005,32.5499,EG,508335
Beni Suef,29.0804,31.09,EG,489450
Aswan,24.0875,32.8989,EG,313442
Cairo,30.05,31.25,EG,11893000
Benha,30.4667,31.1833,EG,167029
Dumyat,31.4204,31.82,EG,299459
Zagazig,30.5833,31.5167,EG,285097
Alexandria,31.2,29.95,EG,4165000
Shibin el Kom,30.592,30.9,EG,182900
El Arish,31.1249,33.8006,EG,178651
Damanhur,31.0504,30.47,EG,500000
Luxor,25.7,32.65,EG,609248
Rashid,31.4604,30.39,EG,199509
Kafr el Sheikh,31.109,30.936,EG,143970
Tessenei,15.1104,36.6575,ER,15255
Mendefera,14.886,38.8163,ER,257390
Assab,13.01,42.73,ER,105496
Agordat,15.549,37.8867,ER,28600
Barentu,15.1058,37.5907,ER,
Massawa,15.6101,39.45,ER,142564
Asmara,15.3333,38.9333,ER,620802
Keren,15.6804,38.45,ER,150000
Vitoria,42.85,-2.67,ES,224578
Santander,43.3805,-3.8,ES,208763
Logrono,42.4704,-2.43,ES,143698
Barcelona,41.3833,2.1834,ES,4920000
Mataro,41.54,2.45,ES,183293
Oviedo,43.3505,-5.83,ES,235651
Arrecife,28.969,-13.5378,ES,52944
Las Palmas,28.1,-15.43,ES,378495
Toledo,39.867,-4.0167,ES,74632
Lorca,37.6886,-1.6985,ES,86119
Zaragoza,41.65,-0.89,ES,649404
Murcia,37.98,-1.13,ES,406807
Gijon,43.53,-5.67,ES,335972
Linares,38.0833,-3.6334,ES,59761
Cartagena,37.6004,-0.98,ES,201274
Vigo,42.22,-8.73,ES,378952
Valladolid,41.65,-4.75,ES,322304
Santiago de Compostela,42.8829,-8.5411,ES,92430
Merida,38.912,-6.338,ES,52423
Algeciras,36.1267,-5.4665,ES,111027
Marbella,36.5166,-4.8833,ES,186131
Almeria,36.8303,-2.43,ES,179405
Cordoba,37.88,-4.77,ES,321376
Granada,37.165,-3.585,ES,388290
Jaen,37.7704,-3.8,ES,116400
Malaga,36.7204,-4.42,ES,550058
Albacete,39.0003,-1.87,ES,158094
Guadalajara,40.6337,-3.1666,ES,72850
Burgos,42.3504,-3.68,ES,170183
Leon,42.58,-5.57,ES,136227
Salamanca,40.9704,-5.67,ES,162353
Huelva,37.2504,-6.9299,ES,144174
Cadiz,36.535,-6.225,ES,283157
Ceuta,35.889,-5.307,ES,78674
Melilla,35.3,-2.95,ES,141308
Tarragona,41.1204,1.25,ES,126291
Badajoz,38.8804,-6.97,ES,140133
La Coruna,43.33,-8.42,ES,370610
Ourense,42.33,-7.87,ES,118107
Bilbao,43.25,-2.93,ES,875552
Santa Cruz de Tenerife,28.47,-16.25,ES,336061
Seville,37.405,-5.98,ES,1212045
Pamplona,42.82,-1.65,ES,274545
Palma,39.5743,2.6542,ES,375773
Valencia,39.485,-0.4,ES,808000
Madrid,40.4,-3.6834,ES,5567000
San Sebastian,43.3204,-1.98,ES,357468
Alicante,38.3512,-0.4836,ES,315863
Castello,39.9704,-0.05,ES,180610
Adigrat,14.2804,39.47,ET,104021
Aksum,14.1304,38.72,ET,47487
Gonder,12.61,37.46,ET,156230
Nazret,8.55,39.27,ET,476892
Sodo,6.9,37.75,ET,65737
Asela,7.9504,39.1399,ET,82240
Dila,6.4104,38.31,ET,47021
Nagele,5.3166,39.5833,ET,11772
Dembi Dolo,8.5337,34.8,ET,27780
Dese,11.13,39.63,ET,183802
Bahir Dar,11.6001,37.3833,ET,206748
Hagere Hiywet,8.9804,37.85,ET,43920
Gode,5.95,43.45,ET,75000
Giyon,8.5304,37.97,ET,114534
Shashemene,7.2004,38.59,ET,114350
Hosaina,7.5504,37.85,ET,89300
Nekemte,9.0905,36.53,ET,73018
Yirga Alem,6.7504,38.41,ET,36292
Gore,8.149,35.537,ET,9352
Gimbi,9.167,35.8333,ET,31809
Jima,7.68,36.83,ET,128306
Debre Markos,10.34,37.72,ET,70758
Dolo Bay,4.1833,42.0833,ET,11810
Arba Minch,6.04,37.55,ET,69622
Awasa,7.06,38.477,ET,133097
Asosa,10.067,34.5333,ET,30512
Gambela,8.25,34.5833,ET,
Jijiga,9.3504,42.79,ET,56821
Goba,7.01,39.97,ET,34369
Addis Ababa,9.0333,38.7,ET,3100000
Semera,11.501,41.201,ET,
Bati,11.1837,40.0166,ET,19260
Dire Dawa,9.59,41.86,ET,252279
Mekele,13.5,39.47,ET,95856
Debre Birhan,9.6804,39.53,ET,65231
Harar,9.32,42.15,ET,174994
Pori,61.4789,21.7749,FI,76772
Kuopio,62.8943,27.6949,FI,91900
Jyvaskyla,62.2603,25.75,FI,98136
Rovaniemi,66.5,25.7159,FI,34781
Lahti,60.9939,25.6649,FI,98826
Mikkeli,61.69,27.285,FI,46550
Oulu,65,25.47,FI,136752
Hameenlinna,60.997,24.472,FI,47261
Seinajoki,62.8,22.8333,FI,
Tampere,61.5,23.75,FI,259279
Kajaani,64.2333,27.6833,FI,
Lappeenranta,61.0671,28.1833,FI,59276
Joensuu,62.6,29.7666,FI,53388
Kouvola,60.876,26.709,FI,31133
Helsinki,60.1756,24.9341,FI,1115000
Kemi,65.7333,24.5817,FI,22641
Mariehamn,60.1,19.95,FI,
Porvoo,60.4004,25.666,FI,12242
Turku,60.4539,22.255,FI,175945
Sodankyla,67.4171,26.6,FI,8942
Kemijarvi,66.6667,27.4167,FI,8883
Kokkola,63.8333,23.1167,FI,46714
Vaasa,63.1,21.6,FI,57014
Savonlinna,61.8666,28.8833,FI,27353
Lautoka,-17.6161,177.4666,FJ,55894
Nandi,-17.7996,177.4166,FJ,42284
Suva,-18.133,178.4417,FJ,175399
Labasa,-16.4166,179.3833,FJ,24187
Stanley,-51.7,-57.85,FK,2213
Kolonia,6.9639,158.2083,FM,
Colonia,9.5144,138.1292,FM,
Palikir,6.9166,158.15,FM,4645
Weno,7.4458,151.85,FM,
Tofol,5.3261,163.0083,FM,
Torshavn,62.03,-6.82,FO,14398
Klaksvik,62.2375,-6.539,FO,4664
Bastia,42.7032,9.45,FR,41001
Lorient,47.7504,-3.3666,FR,84952
Brest,48.3904,-4.495,FR,144899
Aix-en-Provence,43.52,5.45,FR,146821
Ajaccio,41.9271,8.7283,FR,54364
Marseille,43.29,5.375,FR,1400000
Rennes,48.1,-1.67,FR,209375
Nantes,47.2104,-1.59,FR,438537
Orleans,47.9004,1.9,FR,217301
Paris,48.8667,2.3333,FR,9904000
Clermont-Ferrand,45.78,3.08,FR,233050
Metz,49.1203,6.18,FR,409186
Montpellier,43.6104,3.87,FR,327254
Poitier,46.5833,0.3333,FR,85960
Bordeaux,44.85,-0.595,FR,803000
Limoges,45.83,1.25,FR,152199
Dijon,47.3304,5.03,FR,169946
Lille,50.65,3.08,FR,1044000
Lyon,45.77,4.83,FR,1423000
Strasbourg,48.58,7.75,FR,439972
Toulouse,43.62,1.4499,FR,847000
Rouen,49.4304,1.08,FR,532559
Amiens,49.9004,2.3,FR,143086
Besancon,47.23,6.03,FR,128426
Caen,49.1838,-0.35,FR,190099
Vichy,46.1171,3.4167,FR,43158
Mulhouse,47.7504,7.35,FR,215454
Biarritz,43.4733,-1.5616,FR,145348
Cherbourg,49.6504,-1.65,FR,60991
Reims,49.2504,4.03,FR,196565
Calais,50.9504,1.8333,FR,92201
Roanne,46.0333,4.0667,FR,73315
Dieppe,49.9337,1.0833,FR,42461
Le Havre,49.505,0.105,FR,242124
Brive,45.1504,1.5333,FR,55448
Beziers,43.3505,3.21,FR,81438
St.-Brieuc,48.5167,-2.7833,FR,53223
Angers,47.48,-0.53,FR,188380
Le Mans,48.0004,0.1,FR,144515
Arras,50.2833,2.7833,FR,64165
Troyes,48.3404,4.0834,FR,61703
Nancy,48.6837,6.2,FR,268976
Nevers,46.9837,3.1667,FR,45929
Auxerre,47.8004,3.5666,FR,41516
Tours,47.3804,0.6999,FR,236096
Bourges,47.0837,2.4,FR,72340
Versailles,48.8005,2.1333,FR,85416
Melun,48.5333,2.6666,FR,249432
La Rochelle,46.1667,-1.15,FR,76997
Agen,44.2004,0.6333,FR,58223
Annecy,45.9,6.1167,FR,105749
Grenoble,45.1804,5.72,FR,388574
Saint-Etienne,45.4304,4.38,FR,265684
Toulon,43.1342,5.9188,FR,357693
Nice,43.715,7.265,FR,927000
Tarbes,43.2333,0.0833,FR,54854
Perpignan,42.7,2.9,FR,146620
Nimes,43.8304,4.35,FR,169547
Tchibanga,-2.857,11.027,GA,19365
Gamba,-2.65,10,GA,9928
Libreville,0.3854,9.458,GA,578156
Omboue,-1.5662,9.25,GA,1667
Ndende,-2.3829,11.3833,GA,6200
Mayumba,-3.4166,10.65,GA,3996
Moanda,-1.5655,13.2,GA,30151
Mouila,-1.8662,11.0167,GA,28000
Okandja,-0.6829,13.7833,GA,7155
Franceville,-1.6333,13.5833,GA,42967
Oyem,1.6166,11.5833,GA,43423
Makokou,0.5671,12.8666,GA,17070
Mitzik,0.7837,11.5666,GA,4111
Bitam,2.0837,11.4834,GA,17637
Mekambo,1.0171,13.9333,GA,3170
Koulamoutou,-1.1329,12.4833,GA,16222
Bifoum,-0.3329,10.3832,GA,134
Port-Gentil,-0.72,8.78,GA,116836
Lambarene,-0.6996,10.2166,GA,25310
Warrington,53.3833,-2.6,GB,
Newbury,51.4,-1.3167,GB,
Swindon,51.5167,-1.7833,GB,
Wick,58.4333,-3.0834,GB,7147
Dudley,52.5,-2.0833,GB,
Oxford,51.7704,-1.25,GB,192796
Hackney,51.55,-0.05,GB,
Matlock,53.1333,-1.5333,GB,
Lochgilphead,56.0333,-5.4167,GB,
Northallerton,54.3333,-1.4333,GB,
Edinburgh,55.9483,-3.2191,GB,504966
Sunderland,54.92,-1.38,GB,452934
Swansea,51.63,-3.95,GB,294339
Wokingham,51.4167,-0.8333,GB,
City of Westminster,51.5,-0.1167,GB,
Solihull,52.4167,-1.7833,GB,
Rochdale,53.6167,-2.15,GB,
Nottingham,52.9703,-1.17,GB,825600
Winchester,51.0167,-1.3167,GB,
Wembley,51.55,-0.2833,GB,
Motherwell,55.7833,-4,GB,
Reading,51.47,-0.98,GB,369804
Torquay,50.45,-3.5,GB,
Thornbury,51.6089,-2.5203,GB,
Oldham,53.55,-2.1167,GB,
Elgin,57.65,-3.3333,GB,
Wallsend,54.9914,-1.5597,GB,
Weston-super-Mare,51.3458,-2.9678,GB,
Hounslow,51.4667,-0.35,GB,
Irvine,55.6,-4.6667,GB,
Barnsley,53.55,-1.4833,GB,
Falkirk,56,-3.7667,GB,
Slough,51.5,-0.5833,GB,
Huddersfield,53.65,-1.7833,GB,
Kingston upon Hull,53.7504,-0.33,GB,302296
Romford,51.5833,0.2,GB,
Stafford,52.8,-2.1,GB,
Grays,51.4833,0.3333,GB,
Hertford,51.8,-0.0667,GB,
Coventry,52.4204,-1.5,GB,388271
Leicester,52.63,-1.1332,GB,457983
Beverley,53.8333,-0.4167,GB,
Stirling,56.1167,-3.95,GB,
Norwich,52.6304,1.3,GB,190756
Darlington,54.5333,-1.5667,GB,
Hereford,52.05,-2.7167,GB,
Grimsby,53.5333,-0.05,GB,
Bradford,53.8,-1.75,GB,501700
Bracknell,51.4167,-0.75,GB,
Morpeth,55.1667,-1.6833,GB,
Gateshead,54.945,-1.6175,GB,
Wandsworth,51.45,-0.2,GB,
South Shields,54.9878,-1.4214,GB,
Sheffield,53.3667,-1.5,GB,1292900
Ystrad Mynach,51.6403,-3.2433,GB,
South Bank,54.5667,-1.15,GB,
Haddington,55.9333,-2.7667,GB,
Aberaeron,52.25,-4.25,GB,
Lerwick,60.15,-1.15,GB,6594
Cambridge,52.2004,0.1166,GB,128488
Glenrothes,56.2,-3.1833,GB,
Pen-y-Bont ar Ogwr,51.5058,-3.5772,GB,
Barri,51.4067,-3.2694,GB,
Carlisle,54.88,-2.93,GB,72633
Aylesbury,51.8167,-0.8,GB,
Lincoln,53.2333,-0.5333,GB,
Bromley,51.4,0.05,GB,
Kirkwall,58.967,-2.95,GB,8500
Blackpool,53.8304,-3.05,GB,272792
Croydon,51.3833,-0.1,GB,
Dorchester,50.7167,-2.4333,GB,
Hendon,51.6,-0.2167,GB,
Hammersmith,51.5,-0.2333,GB,
Bournemouth,50.73,-1.9,GB,426945
Fort William,56.8165,-5.1121,GB,9652
Dumfries,55.0671,-3.55,GB,31044
